Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU,SQ_INSTS_SALU,FETCH_SIZE,WRITE_SIZE
85,"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,55,122848,122848,32256,256,16384,0,64,88,70587648,0x0,0x7f8c8a0f9cc0,368988,404348,3993.5000000000,461.1250000000
86,"init_kernel() [clone .kd]",0,2,58,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
87,"__amd_rocclr_fillBufferAligned.kd",0,2,59,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,0.6875000000,0.0000000000
88,"__amd_rocclr_fillBufferAligned.kd",0,2,60,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
89,"__amd_rocclr_fillBufferAligned.kd",0,2,61,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
90,"__amd_rocclr_fillBufferAligned.kd",0,2,62,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
91,"dlaset_band_upper(int, int, double, double, double*, int) [clone .kd]",0,2,68,122848,122848,1088,64,0,0,4,32,5632,0x0,0x7f8ca67afcc0,8905,6426,6.5625000000,0.0000000000
92,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,71,122848,122848,4352,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,11376,16864,343.7500000000,0.0000000000
93,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,72,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,32637,16896,212.6875000000,0.0000000000
94,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,73,122848,122848,8448,256,6144,0,24,88,4248896,0x0,0x7f8c8a0ba380,30822,24618,277.2500000000,0.0000000000
95,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,75,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,26464,44280,917.7500000000,0.0000000000
96,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,76,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.3125000000,0.0000000000
97,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,77,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.5625000000,0.0000000000
98,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,78,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6250000000,0.0000000000
99,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,79,122848,122848,16896,256,6144,0,24,96,4165952,0x0,0x7f8c8a0ba180,43400,87236,27.7500000000,0.0000000000
100,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,81,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,32992,55160,1474.1250000000,0.0000000000
101,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,82,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.2500000000,0.0000000000
102,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,83,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.0625000000,0.0000000000
103,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,84,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6250000000,0.0000000000
104,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,85,122848,122848,25344,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,61324,100948,30.8750000000,0.5000000000
105,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,87,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,39520,66040,2031.6250000000,0.0000000000
106,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,88,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.3750000000,0.0000000000
107,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,89,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.1250000000,0.0000000000
108,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,90,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.5000000000,0.0000000000
109,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,91,122848,122848,33792,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,79248,134988,31.0625000000,17.7812500000
110,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,93,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,46048,76920,2588.7500000000,0.0000000000
111,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,94,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,272.3125000000,0.0000000000
112,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,95,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.5625000000,0.0000000000
113,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,96,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6875000000,0.0000000000
114,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,97,122848,122848,42240,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,97172,169028,28.1250000000,73.6875000000
115,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,99,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,52576,87800,3141.6875000000,0.0000000000
116,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,100,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,272.6250000000,0.0000000000
117,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,101,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.5625000000,0.0000000000
118,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,102,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6875000000,0.0000000000
119,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,103,122848,122848,50688,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,115096,203068,30.8125000000,187.1875000000
120,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,105,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,59104,98680,3698.7500000000,0.0000000000
121,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,106,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,272.6250000000,0.0000000000
122,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,107,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.8125000000,0.0000000000
123,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,108,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.8750000000,0.0000000000
124,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,109,122848,122848,59136,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,133020,237108,34.1250000000,339.7500000000
125,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,111,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,65632,109560,4256.0625000000,0.0000000000
126,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,112,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,272.2500000000,0.0000000000
127,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,113,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,275.5625000000,0.0000000000
128,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,114,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6250000000,0.0000000000
129,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,115,122848,122848,67584,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,150944,271148,69.4375000000,633.9687500000
